elapsed_s,produced,acked,send_rejects,delivery_errors,consumed,duplicates,reordered,open_gaps,parse_errors,win_p50_us,win_p99_us,win_max_us,rss_mib,producer_retries,producer_lib_errors,rebalances,consumer_restarts,wedges
3092,3092000,3092000,0,0,3102983,11069,6059,86,0,12316,19742,27592,11.9,0,0,5,3,0
3102,3102000,3102000,0,0,3112983,11069,6059,86,0,12692,16827,17381,11.9,0,0,5,3,0
3112,3112000,3112000,0,0,3122983,11069,6059,86,0,12910,18234,22047,11.9,0,0,5,3,0
3122,3122000,3122000,0,0,3132983,11069,6059,86,0,12441,18172,26801,11.9,0,0,5,3,0
3132,3132000,3132000,0,0,3142983,11069,6059,86,0,12675,17645,24353,11.9,0,0,5,3,0
3142,3142045,3142000,0,0,3152983,11069,6059,86,0,12890,16994,17192,11.2,0,0,5,3,0
3152,3152050,3152000,0,0,3162983,11069,6059,86,0,12497,17169,26106,11.2,0,0,5,3,0
3162,3162050,3162050,0,0,3173033,11069,6059,86,0,12320,18480,30937,11.2,0,0,5,3,0
3172,3172050,3172050,0,0,3183033,11069,6059,86,0,12885,17291,17674,11.3,0,0,5,3,0
3182,3182050,3182050,0,0,3193033,11069,6059,86,0,12389,17743,26195,11.3,0,0,5,3,0
3192,3192050,3192050,0,0,3203033,11069,6059,86,0,12844,17672,20878,11.3,0,0,5,3,0
3202,3202050,3202050,0,0,3209558,11201,6406,152,0,11535,503843,909443,12.0,0,0,5,3,0
3212,3212100,3212050,0,0,3214548,11201,6406,152,0,12473,17171,17641,12.0,0,0,5,3,0
3222,3222100,3222050,0,0,3219557,11201,6406,152,0,12842,17549,24645,12.0,0,0,5,3,0
3232,3232100,3232100,0,0,3224574,11201,6406,152,0,12931,20419,23282,12.0,0,0,5,3,0
3242,3242100,3242100,0,0,3229583,11201,6406,152,0,13069,16796,17609,12.1,0,0,5,3,0
3252,3252100,3252100,0,0,3263246,11266,6505,86,0,11617,25240,37421,16.8,0,0,7,3,0
3262,3262100,3262100,0,0,3273264,11266,6505,86,0,11799,17851,19448,16.7,0,0,7,3,0
3272,3272100,3272100,0,0,3283263,11266,6505,86,0,11865,17990,22492,16.7,0,0,7,3,0
3282,3282150,3282100,0,0,3293247,11266,6505,86,0,11352,16935,17861,14.7,0,0,7,3,0
3292,3292150,3292100,0,0,3303288,11266,6505,86,0,10956,17579,19396,14.7,0,0,7,3,0
3302,3302150,3302150,0,0,3313305,11266,6505,86,0,11340,16419,18265,14.7,0,0,7,3,0
3312,3312150,3312150,0,0,3323313,11266,6505,86,0,11305,16972,18921,14.6,0,0,7,3,0
3322,3322150,3322150,0,0,3333305,11266,6505,86,0,11187,18183,18985,14.6,0,0,7,3,0
3332,3332150,3332150,0,0,3343296,11266,6505,86,0,11881,20506,25489,12.1,0,0,7,3,0
3342,3342150,3342150,0,0,3353322,11266,6505,86,0,11547,19883,29250,11.9,0,0,7,3,0
3352,3352150,3351150,0,0,3362430,11266,6513,128,0,11029,18106,33664,12.2,0,0,7,3,0
3362,3362200,3362150,0,0,3374528,12464,7199,86,0,13383,1971200,3921579,13.3,0,0,9,3,0
3372,3372200,3372200,0,0,3384578,12464,7199,86,0,12285,20648,26616,13.3,0,0,9,3,0
3382,3382200,3382200,0,0,3394578,12464,7199,86,0,12826,18141,30993,13.3,0,0,9,3,0
3392,3392200,3392200,0,0,3405092,12986,8081,94,0,12980,1005288,1062499,13.3,0,0,9,3,0
3402,3402200,3402200,0,0,3415092,12986,8081,94,0,12010,19149,21247,13.3,0,0,9,3,0
3412,3412200,3412200,0,0,3425092,12986,8081,94,0,12117,17472,25760,13.3,0,0,9,3,0
3422,3422250,3422200,0,0,3435092,12986,8081,94,0,12082,18553,21765,13.3,0,0,9,3,0
3432,3432250,3432200,0,0,3445092,12986,8081,94,0,12472,17673,26294,12.6,0,0,9,3,0
3442,3442250,3442250,0,0,3455142,12986,8912,94,0,12753,943731,1050711,12.9,0,0,9,3,0
3452,3452250,3452250,0,0,3465142,12986,8912,94,0,12097,17497,19353,12.9,0,0,9,3,0
3462,3462250,3462250,0,0,3475142,12986,8912,94,0,12535,23039,33163,12.9,0,0,9,3,0
3472,3472250,3472250,0,0,3485142,12986,8912,94,0,12983,17483,20246,12.9,0,0,9,3,0
3482,3482250,3482250,0,0,3495142,12986,8912,94,0,12024,19554,31329,12.9,0,0,9,3,0
3492,3492257,3492250,0,0,3505142,12986,8912,94,0,12254,17595,25177,12.9,0,0,9,3,0
3502,3502300,3502250,0,0,3515142,12986,8912,94,0,12718,18557,28087,12.9,0,0,9,3,0
3512,3512300,3512300,0,0,3525192,12986,8912,94,0,12690,19240,20131,11.2,0,0,9,3,0
3522,3522300,3522300,0,0,3535192,12986,8912,94,0,11864,17734,22358,11.2,0,0,9,3,0
3532,3532300,3532300,0,0,3545192,12986,8912,94,0,12404,17299,17775,11.2,0,0,9,3,0
3542,3542300,3542300,0,0,3555192,12986,8912,94,0,11410,17261,28352,11.0,0,0,9,3,0
3552,3552300,3552300,0,0,3565192,12986,8912,94,0,11340,16323,31471,10.9,0,0,9,3,0
3562,3562300,3562300,0,0,3575192,12986,8912,94,0,12548,17365,22015,10.9,0,0,9,3,0
3572,3572300,3572300,0,0,3585192,12986,8912,94,0,12582,20540,32167,10.9,0,0,9,3,0
3582,3582300,3582300,0,0,3595192,12986,8912,94,0,12129,16756,18136,10.9,0,0,9,3,0
3592,3592350,3592300,0,0,3605192,12986,8912,94,0,12418,18145,22959,10.9,0,0,9,3,0
3602,3602350,3602300,0,0,3615192,12986,8912,94,0,12870,18173,23785,11.7,0,0,4,4,0
3612,3612350,3612348,0,0,3625192,12986,8912,94,0,12120,18354,22298,11.9,0,0,5,4,0
3622,3622350,3622350,0,0,3635242,12986,8912,94,0,12098,18268,18843,11.9,0,0,5,4,0
3632,3632350,3632350,0,0,3645242,12986,8912,94,0,12503,18202,29748,11.9,0,0,5,4,0
3642,3642350,3642350,0,0,3655242,12986,8912,94,0,12699,18211,21138,11.9,0,0,5,4,0
3652,3652350,3652350,0,0,3665242,12986,8912,94,0,11977,17887,18751,11.9,0,0,5,4,0
3662,3662350,3662350,0,0,3675242,12986,8912,94,0,12585,18010,24418,11.9,0,0,5,4,0
3672,3672350,3672350,0,0,3685242,12986,8912,94,0,12033,16883,22003,11.6,0,0,5,4,0
3682,3682400,3682350,0,0,3695242,12986,8912,94,0,12430,18234,22233,11.6,0,0,5,4,0
3692,3692400,3692400,0,0,3705292,12986,8912,94,0,12450,18040,24814,11.6,0,0,5,4,0
3702,3702400,3702400,0,0,3715292,12986,8912,94,0,12920,18039,22835,11.5,0,0,5,4,0
3712,3712400,3712400,0,0,3725292,12986,8912,94,0,12261,17288,18278,11.5,0,0,5,4,0
3722,3722400,3722400,0,0,3735292,12986,8912,94,0,12623,17972,25115,11.5,0,0,5,4,0
3732,3732400,3732400,0,0,3745292,12986,8912,94,0,13123,17721,19222,11.5,0,0,5,4,0
3742,3742400,3742400,0,0,3755292,12986,8912,94,0,12166,20840,27784,10.9,0,0,5,4,0
3752,3752400,3752400,0,0,3765292,12986,8912,94,0,12225,17280,20708,10.9,0,0,5,4,0
3762,3762450,3762400,0,0,3775292,12986,8912,94,0,13032,19995,25264,10.9,0,0,5,4,0
3772,3772450,3772400,0,0,3785292,12986,8912,94,0,12317,18363,19246,10.9,0,0,5,4,0
3782,3782450,3782450,0,0,3795342,12986,8912,94,0,11919,20100,34909,10.9,0,0,5,4,0
3792,3792450,3792450,0,0,3805342,12986,8912,94,0,13021,17805,18304,10.9,0,0,5,4,0
3802,3802450,3802450,0,0,3815342,12986,8912,94,0,12667,18385,19081,10.9,0,0,5,4,0
3812,3812450,3812450,0,0,3825342,12986,8912,94,0,12214,17490,19620,10.8,0,0,5,4,0
3822,3822450,3822450,0,0,3835342,12986,8912,94,0,12522,19231,20058,10.8,0,0,5,4,0
3832,3832500,3832450,0,0,3845342,12986,8912,94,0,12790,17295,17651,10.8,0,0,5,4,0
3842,3842500,3842450,0,0,3855342,12986,8912,94,0,11984,19315,22432,10.8,0,0,5,4,0
3852,3852500,3852450,0,0,3865392,13036,8962,94,0,11675,18723,154124,11.1,0,0,5,4,0
3862,3862500,3862450,0,0,3875367,13036,8962,94,0,12698,17474,33481,11.0,0,0,5,4,0
3872,3872500,3872500,0,0,3885417,13036,8962,94,0,12863,18425,19177,11.0,0,0,5,4,0
3882,3882500,3882500,0,0,3895425,13036,8962,94,0,13103,18300,28255,11.1,0,0,5,4,0
3892,3892500,3892500,0,0,3905434,13036,8962,94,0,12848,16812,19171,11.1,0,0,5,4,0
3902,3902500,3902500,0,0,3915408,13036,8962,94,0,11650,20206,25567,11.1,0,0,5,4,0
3912,3912550,3912500,0,0,3925426,13036,8962,94,0,11402,17930,22148,11.1,0,0,5,4,0
3922,3922550,3922500,0,0,3935401,13036,8962,94,0,11221,17172,17863,11.0,0,0,5,4,0
3932,3932550,3932550,0,0,3945451,13036,8962,94,0,11667,18392,27297,11.0,0,0,5,4,0
3942,3942550,3942550,0,0,3955475,13036,8962,94,0,11355,17387,25771,11.0,0,0,5,4,0
3952,3952550,3952550,0,0,3965476,13036,8962,94,0,11887,17972,27339,11.0,0,0,5,4,0
3962,3962550,3962550,0,0,3975467,13036,8962,94,0,11148,20436,22269,11.0,0,0,5,4,0
3972,3972550,3972550,0,0,3985449,13036,8962,94,0,12232,19709,22402,11.0,0,0,5,4,0
3982,3982550,3982550,0,0,3995476,13036,8962,94,0,11580,17066,19314,11.0,0,0,5,4,0
3992,3992550,3992550,0,0,4005467,13036,8962,94,0,11618,17826,23528,11.0,0,0,5,4,0
4002,4002600,4002550,0,0,4015450,13036,8962,94,0,11763,17800,23442,11.0,0,0,5,4,0
4012,4012600,4012550,0,0,4025467,13036,8962,94,0,10935,17226,20753,11.0,0,0,5,4,0
4022,4022600,4022550,0,0,4035517,13036,8962,94,0,11303,16269,18641,11.0,0,0,5,4,0
4032,4032600,4032600,0,0,4045525,13036,8962,94,0,11723,17352,19702,11.0,0,0,5,4,0
4042,4042600,4042600,0,0,4056008,13502,9634,94,0,13057,1974479,2819825,13.5,0,0,5,4,0
4052,4052600,4052600,0,0,4066008,13502,9634,94,0,12619,19749,22926,13.4,0,0,5,4,0
4062,4062600,4062600,0,0,4075966,13502,9634,94,0,12990,23374,36326,13.0,0,0,5,4,0
4072,4072600,4072600,0,0,4086008,13502,9634,94,0,13181,18515,32965,12.7,0,0,5,4,0
4082,4082643,4082600,0,0,4096008,13502,9634,94,0,13027,19581,20833,12.7,0,0,5,4,0
4092,4092650,4092600,0,0,4106008,13502,9634,94,0,12427,18008,20285,12.7,0,0,5,4,0
4102,4102650,4102600,0,0,4116008,13502,9634,94,0,13037,17647,17836,12.4,0,0,5,4,0
4112,4112650,4112650,0,0,4126058,13502,9634,94,0,12588,17641,18143,12.4,0,0,5,4,0
4122,4122650,4122650,0,0,4136058,13502,9634,94,0,12780,17220,18140,12.4,0,0,5,4,0
4132,4132650,4132650,0,0,4146058,13502,9634,94,0,13415,17674,25668,12.4,0,0,5,4,0
4142,4142650,4142650,0,0,4156058,13502,9634,94,0,12948,19263,24982,12.4,0,0,5,4,0
4152,4152650,4152650,0,0,4166058,13502,9634,94,0,12521,17243,18035,12.4,0,0,5,4,0
4162,4162650,4162650,0,0,4176058,13502,9634,94,0,13014,17649,19495,12.4,0,0,5,4,0
4172,4172700,4172650,0,0,4186058,13502,9634,94,0,12834,17849,18322,12.4,0,0,5,4,0
4182,4182700,4182650,0,0,4196058,13502,9634,94,0,12866,17549,18886,11.8,0,0,5,4,0
4192,4192700,4192700,0,0,4206108,13502,9634,94,0,12851,17217,21167,11.8,0,0,5,4,0
4202,4202700,4202700,0,0,4216108,13502,9634,94,0,12700,17888,32540,11.7,0,0,5,4,0
4212,4212700,4212700,0,0,4226108,13502,9634,94,0,12855,17393,30736,11.7,0,0,5,4,0
4222,4222700,4222700,0,0,4236108,13502,9634,94,0,12793,18530,29390,11.7,0,0,5,4,0
4232,4232700,4232700,0,0,4246108,13502,9634,94,0,13168,18855,23166,11.7,0,0,5,4,0
4242,4242700,4242700,0,0,4256108,13502,9634,94,0,12920,17332,25857,11.7,0,0,5,4,0
4252,4252750,4252700,0,0,4266108,13502,9634,94,0,12196,17377,24558,11.7,0,0,5,4,0
4262,4262750,4262700,0,0,4276108,13502,9634,94,0,12954,17515,18327,11.7,0,0,5,4,0
4272,4272750,4272700,0,0,4286108,13502,9634,94,0,12649,17674,25615,11.7,0,0,5,4,0
4282,4282750,4282750,0,0,4296158,13502,9634,94,0,13026,17091,21139,11.7,0,0,5,4,0
4292,4292750,4292750,0,0,4306158,13502,9634,94,0,12824,17271,18401,10.9,0,0,5,4,0
4302,4302750,4302750,0,0,4316158,13502,9634,94,0,12995,17173,17606,10.7,0,0,5,4,0
4312,4312750,4312750,0,0,4326158,13502,9634,94,0,12698,17690,22319,10.7,0,0,5,4,0
4322,4322788,4322750,0,0,4336158,13502,9634,94,0,12535,17067,17964,10.7,0,0,5,4,0
4332,4332800,4332750,0,0,4346158,13502,9634,94,0,13460,18084,27995,10.7,0,0,5,4,0
4342,4342800,4342750,0,0,4356158,13502,9634,94,0,12705,17675,17936,11.0,0,0,5,4,0
4352,4352800,4352800,0,0,4366208,13502,9634,94,0,12646,20329,27625,10.8,0,0,5,4,0
4362,4362800,4362800,0,0,4376208,13502,9634,94,0,12908,17659,17908,10.7,0,0,5,4,0
4372,4372800,4372800,0,0,4386208,13502,9634,94,0,12825,18715,27215,10.7,0,0,5,4,0
4382,4382800,4382800,0,0,4396208,13502,9634,94,0,12796,18179,22046,10.7,0,0,5,4,0
4392,4392800,4392800,0,0,4406208,13502,9634,94,0,12618,17980,20237,10.7,0,0,5,4,0
4402,4402800,4402800,0,0,4416208,13502,9634,94,0,12265,17675,21409,10.7,0,0,5,4,0
4412,4412800,4412800,0,0,4426208,13502,9634,94,0,12983,17331,27483,10.7,0,0,5,4,0
4422,4422850,4422800,0,0,4436208,13502,9634,94,0,12871,17656,19318,10.6,0,0,5,4,0
4432,4432850,4432800,0,0,4446208,13502,9634,94,0,12884,20767,28318,10.6,0,0,5,4,0
4442,4442850,4442850,0,0,4456258,13502,9634,94,0,12891,17534,20544,10.6,0,0,5,4,0
4452,4452850,4452850,0,0,4466258,13502,9634,94,0,12102,18292,29432,10.6,0,0,5,4,0
4462,4462850,4462850,0,0,4476258,13502,9634,94,0,13212,17541,18125,10.6,0,0,5,4,0
4472,4472850,4472850,0,0,4486258,13502,9634,94,0,12966,18251,26059,10.6,0,0,5,4,0
4482,4482850,4482850,0,0,4496258,13502,9634,94,0,12791,18138,24468,10.6,0,0,5,4,0
4492,4492850,4492850,0,0,4506256,13518,9676,94,0,12719,416645,516967,11.9,0,0,7,4,0
4502,4502900,4502850,0,0,4515275,13518,9676,94,0,11327,17606,19261,11.9,0,0,7,5,0
4512,4512900,4512900,0,0,4526290,13518,9676,94,0,12740,17785,18837,12.8,0,0,4,5,0
4522,4522900,4522850,0,0,4536274,13518,9676,94,0,11787,17438,17643,12.8,0,0,4,5,0
4532,4532900,4532900,0,0,4546308,13518,9676,94,0,13155,17027,18706,12.8,0,0,4,5,0
4542,4542900,4542900,0,0,4556291,13518,9676,94,0,12461,19736,24331,12.8,0,0,4,5,0
4552,4552900,4552900,0,0,4566291,13518,9676,94,0,11822,18182,19225,12.7,0,0,4,5,0
4562,4562950,4562900,0,0,4576282,13518,9676,94,0,12246,19164,21119,12.7,0,0,4,5,0
4572,4572950,4572900,0,0,4586290,13518,9676,94,0,11915,17188,19873,12.5,0,0,4,5,0
4582,4582950,4582900,0,0,4596308,13518,9676,94,0,11317,19331,27713,12.5,0,0,4,5,0
4592,4592950,4592950,0,0,4606349,13518,9676,94,0,11454,16379,17698,12.3,0,0,4,5,0
4602,4602950,4602950,0,0,4616340,13518,9676,94,0,12820,19984,25667,12.2,0,0,4,5,0
4612,4612950,4612950,0,0,4626350,13518,9676,94,0,11969,17684,23093,12.2,0,0,4,5,0
4622,4622950,4622950,0,0,4636325,13518,9676,94,0,11717,18350,22206,12.2,0,0,4,5,0
4633,4632950,4632950,0,0,4646332,13518,9676,94,0,13465,17626,22151,12.2,0,0,4,5,0
4643,4642950,4642950,0,0,4656358,13518,9676,94,0,12161,17802,26381,12.5,0,0,4,5,0
4653,4653000,4652950,0,0,4666358,13518,9676,94,0,11766,18032,20169,12.5,0,0,4,5,0
4663,4663000,4662950,0,0,4676366,13518,9676,94,0,12473,17844,18465,12.4,0,0,4,5,0
4673,4673000,4673000,0,0,4686406,13518,9676,94,0,12312,18363,18801,12.4,0,0,4,5,0
4683,4683000,4683000,0,0,4696407,13518,9676,94,0,11714,20156,23986,12.4,0,0,4,5,0
4693,4693000,4693000,0,0,4706391,13518,9676,94,0,11483,18577,20537,11.8,0,0,4,5,0
4703,4703000,4703000,0,0,4716408,13518,9676,94,0,12589,21024,24718,11.8,0,0,4,5,0
4713,4713050,4713000,0,0,4726408,13518,9676,94,0,12507,18544,20160,10.9,0,0,4,5,0
4723,4723050,4723000,0,0,4736407,13518,9676,94,0,11719,19312,28921,10.9,0,0,4,5,0
4733,4733050,4733050,0,0,4746458,13518,9676,94,0,12698,18432,24282,10.9,0,0,4,5,0
4743,4743050,4743050,0,0,4756456,13518,9676,94,0,11811,17207,19052,10.9,0,0,4,5,0
4753,4753050,4753050,0,0,4766449,13518,9676,94,0,11953,18068,18931,10.9,0,0,4,5,0
4763,4763100,4763050,0,0,4776458,13518,9676,94,0,12272,20513,26076,10.9,0,0,4,5,0
4773,4773100,4773050,0,0,4786449,13518,9676,94,0,12625,18678,19943,10.9,0,0,4,5,0
4783,4783100,4783100,0,0,4796499,13518,9676,94,0,11826,18002,19768,10.9,0,0,4,5,0
4793,4793100,4792750,0,0,4806249,13518,9676,94,0,12362,18792,19285,11.3,0,0,4,5,0
4803,4803100,4803100,0,0,4818886,15880,10473,94,0,14079,3584402,3775688,14.2,0,0,6,5,0
4813,4813100,4813100,0,0,4828886,15880,10473,94,0,12326,19670,22355,14.1,0,0,6,5,0
4823,4823150,4823100,0,0,4838886,15880,10473,94,0,12488,17571,18372,14.1,0,0,6,5,0
4833,4833150,4833100,0,0,4848886,15880,10473,94,0,12069,17342,24928,14.1,0,0,6,5,0
4843,4843150,4843150,0,0,4858936,15880,10473,94,0,12523,17444,28496,14.1,0,0,6,5,0
4853,4853150,4853150,0,0,4868936,15880,10473,94,0,12608,17975,18212,14.1,0,0,6,5,0
4863,4863150,4863150,0,0,4878936,15880,10473,94,0,12020,19665,26705,14.1,0,0,6,5,0
4873,4873150,4873150,0,0,4888936,15880,10473,94,0,13158,18483,18821,14.1,0,0,6,5,0
4883,4883150,4883150,0,0,4898936,15880,10473,94,0,12286,17622,28876,14.1,0,0,6,5,0
4893,4893200,4893150,0,0,4908936,15880,10473,94,0,12955,17697,21566,14.0,0,0,6,5,0
4903,4903200,4903150,0,0,4918936,15880,10473,94,0,13082,17084,27758,13.9,0,0,6,5,0
4913,4913200,4913150,0,0,4928936,15880,10473,94,0,12320,17686,23128,13.9,0,0,6,5,0
4923,4923200,4923200,0,0,4938986,15880,10473,94,0,12303,18780,24809,13.9,0,0,6,5,0
4933,4933200,4933200,0,0,4948986,15880,10473,94,0,12667,17166,19592,13.1,0,0,6,5,0
4943,4943200,4943200,0,0,4958986,15880,10473,94,0,12466,18112,26566,13.1,0,0,6,5,0
4953,4953200,4953200,0,0,4968986,15880,10473,94,0,12214,17210,19295,13.1,0,0,6,5,0
4963,4963200,4963200,0,0,4978986,15880,10473,94,0,12474,17286,20286,13.1,0,0,6,5,0
4973,4973250,4973200,0,0,4988986,15880,10473,94,0,12810,17851,18302,13.1,0,0,6,5,0
4983,4983250,4983250,0,0,4999036,15880,10473,94,0,11968,19935,23942,13.0,0,0,6,5,0
4993,4993250,4993250,0,0,5009036,15880,10473,94,0,12549,17240,17840,13.0,0,0,6,5,0
5003,5003250,5003250,0,0,5019036,15880,10473,94,0,13192,17674,24541,12.7,0,0,6,5,0
5013,5013250,5013250,0,0,5029036,15880,10473,94,0,12407,17018,18140,12.7,0,0,6,5,0
5023,5023250,5023250,0,0,5039036,15880,10473,94,0,12288,18390,29335,12.7,0,0,6,5,0
5033,5033300,5033250,0,0,5049036,15880,10473,94,0,12827,18120,21519,12.7,0,0,6,5,0
5043,5043300,5043250,0,0,5059036,15880,10473,94,0,12990,17768,23318,12.7,0,0,6,5,0
5053,5053300,5053250,0,0,5069036,15880,10473,94,0,12174,17225,17640,12.6,0,0,6,5,0
5063,5063300,5063300,0,0,5079086,15880,10473,94,0,12745,18308,21630,12.5,0,0,6,5,0
5073,5073300,5073300,0,0,5089086,15880,10473,94,0,12487,17205,20029,12.5,0,0,6,5,0
5083,5083300,5083300,0,0,5099086,15880,10473,94,0,12276,17752,23391,10.9,0,0,6,5,0
5093,5093300,5093300,0,0,5109086,15880,10473,94,0,12686,17291,23501,11.0,0,0,6,5,0
5103,5103350,5103300,0,0,5119086,15880,10473,94,0,12160,18574,25929,11.0,0,0,6,5,0
5113,5113350,5113300,0,0,5129086,15880,10473,94,0,11705,17008,18561,11.0,0,0,6,5,0
5123,5123350,5123350,0,0,5139136,15880,10473,94,0,12646,19290,20504,10.9,0,0,6,5,0
5133,5133350,5133350,0,0,5149136,15880,10473,94,0,12010,17403,27377,10.9,0,0,6,5,0
5143,5143350,5143350,0,0,5159223,16000,10753,111,0,12221,652371,862638,12.0,0,0,6,5,0
5153,5153350,5153350,0,0,5169214,16000,10753,111,0,12125,18380,19216,11.8,0,0,6,5,0
5163,5163350,5163350,0,0,5179206,16000,10753,111,0,12959,18629,19212,11.8,0,0,6,5,0
5173,5173400,5173350,0,0,5189231,16000,10753,111,0,12344,18177,21370,11.8,0,0,6,5,0
5183,5183400,5183400,0,0,5199264,16000,10753,111,0,12145,17159,24234,11.8,0,0,6,5,0
5193,5193400,5193400,0,0,5209255,16000,10753,111,0,11386,17111,21013,11.8,0,0,6,5,0
5203,5203400,5203400,0,0,5219273,16000,10753,111,0,12910,17373,26446,11.8,0,0,6,5,0
5213,5213400,5213400,0,0,5229273,16000,10753,111,0,12930,16838,21868,11.8,0,0,6,5,0
5223,5223400,5223400,0,0,5239246,16000,10753,111,0,11924,16875,17732,11.8,0,0,6,5,0
5233,5233450,5233400,0,0,5249273,16000,10753,111,0,11670,17667,29178,11.6,0,0,6,5,0
5243,5243450,5243400,0,0,5259264,16000,10753,111,0,11596,16370,20196,10.8,0,0,6,5,0
5253,5253450,5253450,0,0,5269331,16000,10753,111,0,11746,17759,26864,10.8,0,0,6,5,0
5263,5263450,5263450,0,0,5279305,16000,10753,111,0,12348,16565,20528,10.8,0,0,6,5,0
5273,5273450,5273450,0,0,5289322,16000,10753,111,0,12771,18100,27674,10.8,0,0,6,5,0
5283,5283450,5283450,0,0,5299322,16000,10753,111,0,11900,16887,19557,10.8,0,0,6,5,0
5293,5293450,5293450,0,0,5309322,16000,10753,111,0,13255,16829,19384,10.8,0,0,6,5,0
5303,5303450,5303450,0,0,5319322,16000,10753,111,0,12792,16802,17233,10.6,0,0,6,5,0
5313,5313500,5313450,0,0,5329348,16000,10753,111,0,11383,17809,25268,10.6,0,0,6,5,0
5323,5323500,5323500,0,0,5339373,16000,10753,111,0,12758,16939,18851,10.6,0,0,6,5,0
5333,5333500,5333500,0,0,5349364,16000,10753,111,0,12524,19182,20752,10.6,0,0,6,5,0
5343,5343500,5343500,0,0,5359372,16000,10753,111,0,12351,17549,18528,10.6,0,0,6,5,0
5353,5353500,5353500,0,0,5369356,16000,10753,111,0,11823,16525,18727,10.6,0,0,6,5,0
5363,5363500,5363500,0,0,5379364,16000,10753,111,0,11792,18088,25526,10.6,0,0,6,5,0
5373,5373550,5373500,0,0,5389339,16000,10753,111,0,11903,18120,19452,10.6,0,0,6,5,0
5383,5383550,5383500,0,0,5399364,16000,10753,111,0,12056,17322,27495,10.6,0,0,6,5,0
5393,5393550,5393500,0,0,5409446,16033,10953,111,0,13351,1062393,1239187,12.4,0,0,6,5,0
5403,5403550,5403550,0,0,5418272,16033,10953,111,0,12247,17791,26472,12.4,0,0,6,6,0
5413,5413550,5413550,0,0,5429472,16033,10953,111,0,12408,17346,22144,13.1,0,0,4,6,0
5423,5423550,5423550,0,0,5439472,16033,10953,111,0,12722,17510,18936,13.1,0,0,4,6,0
5433,5433550,5433550,0,0,5449472,16033,10953,111,0,12331,20075,27179,13.1,0,0,4,6,0
5443,5443550,5443550,0,0,5459472,16033,10953,111,0,12013,17776,19520,13.1,0,0,4,6,0
5453,5453600,5453550,0,0,5469472,16033,10953,111,0,12824,17641,18052,13.1,0,0,4,6,0
5463,5463600,5463550,0,0,5479472,16033,10953,111,0,12248,20014,26278,13.1,0,0,4,6,0
5473,5473600,5473600,0,0,5489522,16033,10953,111,0,12131,17537,23182,13.0,0,0,4,6,0
5483,5483600,5483600,0,0,5499522,16033,10953,111,0,13033,18714,22239,12.6,0,0,4,6,0
5493,5493600,5493600,0,0,5509522,16033,10953,111,0,12918,17302,25955,12.6,0,0,4,6,0
5503,5503600,5503600,0,0,5519522,16033,10953,111,0,13047,18739,32857,12.6,0,0,4,6,0
5513,5513600,5513600,0,0,5529522,16033,10953,111,0,12196,18217,29415,12.6,0,0,4,6,0
5523,5523600,5523600,0,0,5539522,16033,10953,111,0,13273,18385,18880,12.6,0,0,4,6,0
5533,5533650,5533600,0,0,5549522,16033,10953,111,0,11917,18343,22238,12.6,0,0,4,6,0
5543,5543650,5543600,0,0,5559547,16033,10953,111,0,12366,18499,22092,12.6,0,0,4,6,0
5553,5553650,5553650,0,0,5569572,16033,10953,111,0,12747,17717,18929,12.4,0,0,4,6,0
5563,5563650,5563650,0,0,5579572,16033,10953,111,0,12545,17820,25399,12.4,0,0,4,6,0
5573,5573650,5573650,0,0,5589572,16033,10953,111,0,12666,18877,22821,12.4,0,0,4,6,0
5583,5583650,5583650,0,0,5599572,16033,10953,111,0,12290,16917,20206,12.4,0,0,4,6,0
5593,5593650,5593650,0,0,5609572,16033,10953,111,0,12967,17916,22617,12.4,0,0,4,6,0
5603,5603650,5603650,0,0,5619572,16033,10953,111,0,12449,17120,21426,12.4,0,0,4,6,0
5613,5613700,5613700,0,0,5629622,16033,10953,111,0,11926,19149,26677,12.5,0,0,4,6,0
5623,5623700,5623650,0,0,5639572,16033,10953,111,0,13054,18278,26273,10.9,0,0,4,6,0
5633,5633700,5633700,0,0,5649622,16033,10953,111,0,12950,18157,22915,10.9,0,0,4,6,0
5643,5643700,5643700,0,0,5659622,16033,10953,111,0,11988,18892,26752,10.8,0,0,4,6,0
5653,5653700,5653700,0,0,5669622,16033,10953,111,0,12427,16854,17145,10.9,0,0,4,6,0
5663,5663700,5663700,0,0,5679622,16033,10953,111,0,12871,18290,20024,10.7,0,0,4,6,0
5673,5673750,5673700,0,0,5689622,16033,10953,111,0,12398,17902,23973,10.7,0,0,4,6,0
5683,5683750,5683700,0,0,5699622,16033,10953,111,0,12481,17636,18127,10.5,0,0,4,6,0
5693,5693750,5693750,0,0,5709672,16033,10953,111,0,12322,18055,20301,10.8,0,0,4,6,0
5703,5703750,5703750,0,0,5719672,16033,10953,111,0,12179,18743,22597,10.8,0,0,4,6,0
5713,5713750,5713750,0,0,5729672,16033,10953,111,0,12261,16689,18028,10.8,0,0,4,6,0
5723,5723750,5723750,0,0,5739672,16033,10953,111,0,12725,17702,19425,10.8,0,0,4,6,0
5733,5733800,5733750,0,0,5749672,16033,10953,111,0,12773,17953,21668,10.8,0,0,4,6,0
5743,5743800,5743750,0,0,5759672,16033,10953,111,0,12190,18119,25413,10.6,0,0,4,6,0
